"BehaviorSpace results (NetLogo 6.2.0)"
"road-rage.nlogo"
"Control Exp:1"
"10/16/2021 01:39:12:976 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-8","8"
"[run number]","distance-to-travel","initial-number-of-road-rage-drivers","number-of-cops","acceleration","max-patience","number-of-cars","deceleration","[step]","count turtles","min [speed] of turtles","max [speed] of turtles","mean[speed] of turtles","min [patience] of turtles","max [patience] of turtles","mean[patience] of turtles"
"5","50000","5","2","0.006","50","20","0.02","90","20","0.45399999999999996","0.7480000000000002","0.5722480479957811","-34","48","10.35"
"2","50000","5","2","0.006","50","20","0.02","101","20","0.4859317346605011","0.9","0.6132753498500245","-16","43","10.95"
"4","50000","5","2","0.006","50","20","0.02","113","20","0.4169953928970983","0.7251268526187868","0.6013434640748186","-36","35","5.9"
"3","50000","5","2","0.006","50","20","0.02","99","20","0.4301661062778501","0.749197403699589","0.5868013967544422","-24","47","10.1"
"2","50000","5","2","0.006","50","20","0.02","102","20","0.4919317346605011","0.9","0.6144753498500245","-16","42","10.9"
"5","50000","5","2","0.006","50","20","0.02","91","20","0.45999999999999996","0.7540000000000002","0.5752480479957811","-34","48","10.3"
"4","50000","5","2","0.006","50","20","0.02","114","20","0.4029953928970983","0.7311268526187868","0.6034434640748186","-37","35","5.85"
"3","50000","5","2","0.006","50","20","0.02","100","20","0.43616610627785013","0.749197403699589","0.5831013967544421","-24","47","10"
"2","50000","5","2","0.006","50","20","0.02","103","20","0.4979317346605011","0.88","0.6149753498500246","-16","41","10.75"
"5","50000","5","2","0.006","50","20","0.02","92","20","0.46599999999999997","0.7600000000000002","0.5756480479957811","-34","48","10.25"
"4","50000","5","2","0.006","50","20","0.02","115","20","0.3889953928970983","0.7371268526187869","0.6035434640748185","-38","35","5.8"
"3","50000","5","2","0.006","50","20","0.02","101","20","0.44216610627785013","0.749197403699589","0.5701013967544422","-24","47","9.8"
"2","50000","5","2","0.006","50","20","0.02","104","20","0.502","0.866","0.6067941143757988","-16","40","10.65"
"5","50000","5","2","0.006","50","20","0.02","93","20","0.45767586068905974","0.7660000000000002","0.573148047995781","-34","48","10.1"
"4","50000","5","2","0.006","50","20","0.02","116","20","0.4009953928970983","0.7431268526187869","0.6042434640748185","-38","35","5.75"
"3","50000","5","2","0.006","50","20","0.02","102","20","0.44816610627785014","0.7440000000000002","0.5581415265694626","-24","47","9.5"
"2","50000","5","2","0.006","50","20","0.02","105","20","0.508","0.852","0.6084941143757989","-16","40","10.6"
"5","50000","5","2","0.006","50","20","0.02","94","20","0.46967586068905975","0.7720000000000002","0.5738480479957809","-35","48","10"
"4","50000","5","2","0.006","50","20","0.02","117","20","0.4129953928970983","0.7491268526187869","0.6064434640748185","-38","35","5.7"
"3","50000","5","2","0.006","50","20","0.02","103","20","0.45416610627785015","0.7300000000000002","0.5621415265694625","-24","47","9.35"
"2","50000","5","2","0.006","50","20","0.02","106","20","0.514","0.8463322984872613","0.6125941143757989","-16","40","10.6"
"4","50000","5","2","0.006","50","20","0.02","118","20","0.4129953928970983","0.7551268526187869","0.6085434640748185","-38","35","5.65"
"3","50000","5","2","0.006","50","20","0.02","104","20","0.46016610627785015","0.7280000000000002","0.5659415265694626","-24","47","9.25"
"2","50000","5","2","0.006","50","20","0.02","107","20","0.494","0.8463322984872613","0.6073941143757989","-16","40","10.5"
"5","50000","5","2","0.006","50","20","0.02","95","20","0.48167586068905976","0.7780000000000002","0.5771480479957811","-36","48","9.9"
"4","50000","5","2","0.006","50","20","0.02","119","20","0.4249953928970983","0.7611268526187869","0.6026434640748186","-38","35","5.5"
"3","50000","5","2","0.006","50","20","0.02","105","20","0.46616610627785016","0.7020000000000002","0.5622415265694626","-24","47","9.1"
"2","50000","5","2","0.006","50","20","0.02","108","20","0.5","0.8463322984872613","0.6114941143757988","-16","40","10.45"
"5","50000","5","2","0.006","50","20","0.02","96","20","0.49","0.7840000000000003","0.5789480479957809","-37","48","9.8"
"4","50000","5","2","0.006","50","20","0.02","120","20","0.4369953928970983","0.7671268526187869","0.5982936944299635","-38","35","5.25"
"3","50000","5","2","0.006","50","20","0.02","106","20","0.47216610627785016","0.6880000000000002","0.5663415265694627","-24","47","8.9"
"2","50000","5","2","0.006","50","20","0.02","109","20","0.506","0.8463322984872613","0.6128941143757987","-16","40","10.4"
"5","50000","5","2","0.006","50","20","0.02","97","20","0.47967586068905976","0.7900000000000003","0.5806480479957811","-38","48","9.65"
"4","50000","5","2","0.006","50","20","0.02","121","20","0.4349953928970983","0.7731268526187869","0.6000325000593468","-39","35","5"
"3","50000","5","2","0.006","50","20","0.02","107","20","0.47816610627785017","0.6740000000000002","0.5608415265694624","-24","47","8.65"
"5","50000","5","2","0.006","50","20","0.02","98","20","0.46567586068905975","0.7960000000000003","0.584448047995781","-39","48","9.55"
"2","50000","5","2","0.006","50","20","0.02","110","20","0.512","0.8463322984872613","0.598512878901573","-18","40","10.25"
"4","50000","5","2","0.006","50","20","0.02","122","20","0.4209953928970983","0.7791268526187869","0.5964325000593467","-40","35","4.7"
"3","50000","5","2","0.006","50","20","0.02","108","20","0.4841661062778502","0.6860000000000002","0.5638415265694627","-24","47","8.5"
"2","50000","5","2","0.006","50","20","0.02","111","20","0.518","0.8463322984872613","0.6026128789015731","-19","40","10.15"
"4","50000","5","2","0.006","50","20","0.02","123","20","0.4069953928970983","0.7851268526187869","0.5937325000593466","-41","35","4.55"
"5","50000","5","2","0.006","50","20","0.02","99","20","0.45167586068905974","0.6596758606890599","0.569848047995781","-40","48","9.3"
"3","50000","5","2","0.006","50","20","0.02","109","20","0.4901661062778502","0.6980000000000002","0.5646415265694625","-25","47","8.35"
"2","50000","5","2","0.006","50","20","0.02","112","20","0.504","0.8463322984872613","0.5988128789015731","-20","40","10.05"
"4","50000","5","2","0.006","50","20","0.02","124","20","0.3929953928970983","0.7911268526187869","0.5955325000593467","-42","35","4.4"
"5","50000","5","2","0.006","50","20","0.02","100","20","0.4376758606890597","0.6596758606890599","0.573048047995781","-41","48","9.2"
"3","50000","5","2","0.006","50","20","0.02","110","20","0.4961661062778502","0.7100000000000002","0.5657415265694626","-26","47","8.2"
"4","50000","5","2","0.006","50","20","0.02","125","20","0.37899539289709827","0.7971268526187869","0.5983325000593467","-43","35","4.3"
"2","50000","5","2","0.006","50","20","0.02","113","20","0.484","0.8463322984872613","0.593312878901573","-21","40","9.9"
"5","50000","5","2","0.006","50","20","0.02","101","20","0.4236758606890597","0.6596758606890599","0.576248047995781","-42","48","9.05"
"3","50000","5","2","0.006","50","20","0.02","111","20","0.5021661062778502","0.7220000000000002","0.5720415265694625","-27","47","8.1"
"4","50000","5","2","0.006","50","20","0.02","126","20","0.36499539289709826","0.8031268526187869","0.5952325000593468","-44","35","4.15"
"2","50000","5","2","0.006","50","20","0.02","114","20","0.49","0.8463322984872613","0.5961128789015732","-21","40","9.8"
"5","50000","5","2","0.006","50","20","0.02","102","20","0.4096758606890597","0.6596758606890599","0.5763480479957811","-43","48","8.8"
"3","50000","5","2","0.006","50","20","0.02","112","20","0.5081661062778502","0.7340000000000002","0.5783415265694625","-28","47","8"
"4","50000","5","2","0.006","50","20","0.02","127","20","0.37099539289709826","0.8091268526187869","0.5852325000593468","-44","35","4.1"
"2","50000","5","2","0.006","50","20","0.02","115","20","0.496","0.8463322984872613","0.5989128789015731","-21","40","9.75"
"3","50000","5","2","0.006","50","20","0.02","113","20","0.5141661062778502","0.7460000000000002","0.5810415265694625","-29","47","7.85"
"5","50000","5","2","0.006","50","20","0.02","103","20","0.3956758606890597","0.6596758606890599","0.568948047995781","-44","48","8.55"
"4","50000","5","2","0.006","50","20","0.02","128","20","0.3829953928970983","0.8151268526187869","0.5838325000593468","-44","35","3.8"
"2","50000","5","2","0.006","50","20","0.02","116","20","0.502","0.8463322984872613","0.5916664669186894","-21","40","9.6"
"3","50000","5","2","0.006","50","20","0.02","114","20","0.5201661062778502","0.7520000000000002","0.5849415265694626","-30","47","7.65"
"5","50000","5","2","0.006","50","20","0.02","104","20","0.3816758606890597","0.6596758606890599","0.5661480479957811","-44","48","8.45"
"4","50000","5","2","0.006","50","20","0.02","129","20","0.3949953928970983","0.8211268526187869","0.5757325000593467","-44","35","3.55"
"2","50000","5","2","0.006","50","20","0.02","117","20","0.496","0.8463322984872613","0.5920664669186894","-21","40","9.45"
"3","50000","5","2","0.006","50","20","0.02","115","20","0.5261661062778502","0.7580000000000002","0.5879415265694627","-31","47","7.5"
"5","50000","5","2","0.006","50","20","0.02","105","20","0.36767586068905966","0.6596758606890599","0.5642480479957811","-44","48","8.3"
"3","50000","5","2","0.006","50","20","0.02","116","20","0.5321661062778502","0.7640000000000002","0.5939415265694626","-32","47","7.4"
"5","50000","5","2","0.006","50","20","0.02","106","20","0.35367586068905965","0.6596758606890599","0.562648047995781","-44","48","8.15"
"4","50000","5","2","0.006","50","20","0.02","130","20","0.4069953928970983","0.8271268526187869","0.5804325000593469","-44","35","3.45"
"2","50000","5","2","0.006","50","20","0.02","118","20","0.482","0.8463322984872613","0.5951664669186894","-21","40","9.4"
"3","50000","5","2","0.006","50","20","0.02","117","20","0.5381661062778502","0.7700000000000002","0.5999415265694626","-33","47","7.3"
"5","50000","5","2","0.006","50","20","0.02","107","20","0.35967586068905966","0.6596758606890599","0.561748047995781","-44","48","8.05"
"4","50000","5","2","0.006","50","20","0.02","131","20","0.4189953928970983","0.8331268526187869","0.5842325000593467","-44","35","3.3"
"3","50000","5","2","0.006","50","20","0.02","118","20","0.5441661062778502","0.7760000000000002","0.6056415265694626","-33","47","7.25"
"2","50000","5","2","0.006","50","20","0.02","119","20","0.46799999999999997","0.8463322984872613","0.5956664669186895","-21","40","9.15"
"5","50000","5","2","0.006","50","20","0.02","108","20","0.36567586068905966","0.6596758606890599","0.560848047995781","-44","48","7.95"
"4","50000","5","2","0.006","50","20","0.02","132","20","0.4309953928970983","0.839126852618787","0.5822325000593469","-44","35","3.1"
"3","50000","5","2","0.006","50","20","0.02","119","20","0.55","0.7820000000000003","0.611699386147683","-33","47","7.2"
"2","50000","5","2","0.006","50","20","0.02","120","20","0.45399999999999996","0.8463322984872613","0.5940664669186895","-22","40","8.95"
"5","50000","5","2","0.006","50","20","0.02","109","20","0.37167586068905967","0.6596758606890599","0.5646480479957809","-44","48","8"
"4","50000","5","2","0.006","50","20","0.02","133","20","0.44299539289709833","0.845126852618787","0.5860325000593469","-44","35","2.95"
"3","50000","5","2","0.006","50","20","0.02","120","20","0.546","0.7880000000000003","0.6096415265694626","-33","47","7.05"
"2","50000","5","2","0.006","50","20","0.02","121","20","0.43399999999999994","0.8463322984872613","0.5931664669186894","-22","40","8.9"
"5","50000","5","2","0.006","50","20","0.02","110","20","0.3776758606890597","0.6596758606890599","0.5694480479957809","-44","48","8"
"4","50000","5","2","0.006","50","20","0.02","134","20","0.45499539289709834","0.851126852618787","0.5842325000593467","-44","35","2.7"
"3","50000","5","2","0.006","50","20","0.02","121","20","0.546","0.7740000000000002","0.6136415265694627","-33","47","6.85"
"2","50000","5","2","0.006","50","20","0.02","122","20","0.43999999999999995","0.8463322984872613","0.5927664669186894","-22","40","8.75"
"4","50000","5","2","0.006","50","20","0.02","135","20","0.45599999999999996","0.857126852618787","0.5883325000593468","-44","35","2.55"
"5","50000","5","2","0.006","50","20","0.02","111","20","0.3836758606890597","0.6608597458422898","0.570248047995781","-44","48","8"
"3","50000","5","2","0.006","50","20","0.02","122","20","0.55","0.7860000000000003","0.6144415265694626","-33","47","6.7"
"2","50000","5","2","0.006","50","20","0.02","123","20","0.44599999999999995","0.8463322984872613","0.5935664669186895","-22","40","8.55"
"4","50000","5","2","0.006","50","20","0.02","136","20","0.44199999999999995","0.7719029652064486","0.5865713056887298","-44","35","2.35"
"5","50000","5","2","0.006","50","20","0.02","112","20","0.3896758606890597","0.6596758606890599","0.5675480479957812","-44","48","7.85"
"3","50000","5","2","0.006","50","20","0.02","123","20","0.55","0.7980000000000003","0.6200415265694625","-33","47","6.55"
"2","50000","5","2","0.006","50","20","0.02","124","20","0.45199999999999996","0.8463322984872613","0.5963664669186894","-22","40","8.35"
"4","50000","5","2","0.006","50","20","0.02","137","20","0.42799999999999994","0.7779029652064486","0.58757130568873","-44","35","2.15"
"5","50000","5","2","0.006","50","20","0.02","113","20","0.3956758606890597","0.6596758606890599","0.5723480479957811","-44","48","7.85"
"3","50000","5","2","0.006","50","20","0.02","124","20","0.53","0.8100000000000003","0.6169415265694627","-33","47","6.4"
"4","50000","5","2","0.006","50","20","0.02","138","20","0.4079999999999999","0.7839029652064486","0.5830713056887298","-44","35","1.95"
"2","50000","5","2","0.006","50","20","0.02","125","20","0.45799999999999996","0.8463322984872613","0.5931664669186896","-22","39","8.15"
"5","50000","5","2","0.006","50","20","0.02","114","20","0.4016758606890597","0.6596758606890599","0.5750480479957811","-44","48","7.8"
"3","50000","5","2","0.006","50","20","0.02","125","20","0.51","0.8220000000000003","0.6101415265694625","-34","47","6.1"
"4","50000","5","2","0.006","50","20","0.02","139","20","0.3999999999999999","0.7899029652064486","0.5828713056887298","-44","35","1.75"
"2","50000","5","2","0.006","50","20","0.02","126","20","0.46399999999999997","0.8463322984872613","0.5959664669186895","-22","39","8.05"
"5","50000","5","2","0.006","50","20","0.02","115","20","0.4076758606890597","0.6596758606890599","0.5798480479957812","-44","48","7.8"
"3","50000","5","2","0.006","50","20","0.02","126","20","0.522","0.8280000000000003","0.6119415265694628","-34","47","6.1"
"4","50000","5","2","0.006","50","20","0.02","140","20","0.3859999999999999","0.7959029652064487","0.5865713056887298","-44","35","1.6"
"2","50000","5","2","0.006","50","20","0.02","127","20","0.47","0.8463322984872613","0.5927664669186895","-22","39","7.9"
"5","50000","5","2","0.006","50","20","0.02","116","20","0.4136758606890597","0.6620000000000001","0.5854053878341077","-44","48","7.7"
"3","50000","5","2","0.006","50","20","0.02","127","20","0.502","0.8340000000000003","0.6094415265694627","-34","47","5.95"
"4","50000","5","2","0.006","50","20","0.02","141","20","0.3719999999999999","0.8019029652064487","0.5784647327026454","-44","35","1.35"
"2","50000","5","2","0.006","50","20","0.02","128","20","0.476","0.8463322984872613","0.5915664669186894","-22","39","7.65"
"5","50000","5","2","0.006","50","20","0.02","117","20","0.4196758606890597","0.6680000000000001","0.5896053878341074","-44","48","7.7"
"3","50000","5","2","0.006","50","20","0.02","128","20","0.508","0.8200000000000003","0.6161415265694626","-34","47","5.9"
"4","50000","5","2","0.006","50","20","0.02","142","20","0.3579999999999999","0.8079029652064487","0.5815647327026454","-44","35","1.15"
"2","50000","5","2","0.006","50","20","0.02","129","20","0.4679317346605011","0.8463322984872613","0.5909664669186894","-22","39","7.45"
"3","50000","5","2","0.006","50","20","0.02","129","20","0.514","0.8060000000000003","0.6202415265694627","-34","47","5.85"
"5","50000","5","2","0.006","50","20","0.02","118","20","0.4256758606890597","0.6740000000000002","0.5850053878341075","-44","48","7.6"
"4","50000","5","2","0.006","50","20","0.02","143","20","0.33799999999999986","0.8139029652064487","0.5795647327026454","-44","35","0.9"
"2","50000","5","2","0.006","50","20","0.02","130","20","0.4539317346605011","0.8463322984872613","0.5911664669186896","-22","39","7.2"
"3","50000","5","2","0.006","50","20","0.02","130","20","0.52","0.7920000000000003","0.6249415265694627","-34","47","5.85"
"5","50000","5","2","0.006","50","20","0.02","119","20","0.4316758606890597","0.6800000000000002","0.5879053878341074","-44","48","7.6"
"4","50000","5","2","0.006","50","20","0.02","144","20","0.34399999999999986","0.8199029652064487","0.5768647327026454","-44","35","0.7"
"2","50000","5","2","0.006","50","20","0.02","131","20","0.43993173466050106","0.8463322984872613","0.5926664669186895","-22","39","7.05"
"3","50000","5","2","0.006","50","20","0.02","131","20","0.5","0.7780000000000002","0.6123829148737618","-34","47","5.7"
"5","50000","5","2","0.006","50","20","0.02","120","20","0.4376758606890597","0.6860000000000002","0.5884053878341077","-44","48","7.55"
"4","50000","5","2","0.006","50","20","0.02","145","20","0.34999999999999987","0.7100000000000002","0.5696647327026455","-44","35","0.5"
"2","50000","5","2","0.006","50","20","0.02","132","20","0.399931734660501","0.8463322984872613","0.5805664669186894","-22","38","6.85"
"3","50000","5","2","0.006","50","20","0.02","132","20","0.506","0.7640000000000002","0.6107829148737619","-34","47","5.55"
"5","50000","5","2","0.006","50","20","0.02","121","20","0.44367586068905973","0.6920000000000002","0.5898053878341075","-44","48","7.5"
"4","50000","5","2","0.006","50","20","0.02","146","20","0.35599999999999987","0.6700000000000002","0.5439193540871781","-44","35","0.3"
"2","50000","5","2","0.006","50","20","0.02","133","20","0.385931734660501","0.8463322984872613","0.5769664669186895","-22","38","6.85"
"3","50000","5","2","0.006","50","20","0.02","133","20","0.512","0.7500000000000002","0.6145829148737618","-35","47","5.4"
"5","50000","5","2","0.006","50","20","0.02","122","20","0.44967586068905974","0.6980000000000002","0.5903053878341076","-44","48","7.45"
"2","50000","5","2","0.006","50","20","0.02","134","20","0.371931734660501","0.8463322984872613","0.5733664669186894","-23","38","6.75"
"3","50000","5","2","0.006","50","20","0.02","134","20","0.518","0.7360000000000002","0.617382914873762","-36","47","5.15"
"5","50000","5","2","0.006","50","20","0.02","123","20","0.45567586068905974","0.7040000000000002","0.5899053878341075","-44","48","7.4"
"2","50000","5","2","0.006","50","20","0.02","135","20","0.351931734660501","0.8463322984872613","0.5589664669186893","-24","38","6.6"
"3","50000","5","2","0.006","50","20","0.02","135","20","0.524","0.7261661062778504","0.6114829148737617","-37","47","4.9"
"5","50000","5","2","0.006","50","20","0.02","124","20","0.46167586068905975","0.7100000000000002","0.5928053878341075","-44","48","7.4"
"2","50000","5","2","0.006","50","20","0.02","136","20","0.343931734660501","0.8463322984872613","0.5614664669186893","-25","38","6.45"
"3","50000","5","2","0.006","50","20","0.02","136","20","0.524","0.7381661062778504","0.613582914873762","-38","47","4.7"
"5","50000","5","2","0.006","50","20","0.02","125","20","0.45999999999999996","0.7160000000000002","0.5954375968753809","-44","48","7.4"
"2","50000","5","2","0.006","50","20","0.02","137","20","0.32993173466050096","0.8463322984872613","0.5642664669186894","-26","38","6.35"
"3","50000","5","2","0.006","50","20","0.02","137","20","0.516","0.7408848148252156","0.6165188503011302","-39","47","4.6"
"5","50000","5","2","0.006","50","20","0.02","126","20","0.44599999999999995","0.7220000000000002","0.5903946095832663","-44","48","7.3"
"2","50000","5","2","0.006","50","20","0.02","138","20","0.33593173466050097","0.8463322984872613","0.5447664669186894","-26","38","6.1"
"3","50000","5","2","0.006","50","20","0.02","138","20","0.502","0.7408848148252156","0.6193188503011301","-40","47","4.5"
"5","50000","5","2","0.006","50","20","0.02","127","20","0.45199999999999996","0.7280000000000002","0.5918946095832665","-44","48","7.25"
"2","50000","5","2","0.006","50","20","0.02","139","20","0.341931734660501","0.8463322984872613","0.5411664669186893","-26","38","6"
"3","50000","5","2","0.006","50","20","0.02","139","20","0.482","0.7408848148252156","0.6176188503011303","-41","47","4.3"
"5","50000","5","2","0.006","50","20","0.02","128","20","0.45799999999999996","0.7340000000000002","0.5933946095832664","-44","48","7.15"
"2","50000","5","2","0.006","50","20","0.02","140","20","0.347931734660501","0.8463322984872613","0.5449664669186893","-26","38","5.9"
"3","50000","5","2","0.006","50","20","0.02","140","20","0.474","0.7408848148252156","0.61681885030113","-42","47","4.05"
"5","50000","5","2","0.006","50","20","0.02","129","20","0.46399999999999997","0.7400000000000002","0.5939946095832666","-44","48","7.05"
"2","50000","5","2","0.006","50","20","0.02","141","20","0.353931734660501","0.8463322984872613","0.5500664669186894","-26","38","5.85"
"3","50000","5","2","0.006","50","20","0.02","141","20","0.46799999999999997","0.7408848148252156","0.6126188503011301","-43","47","3.85"
"5","50000","5","2","0.006","50","20","0.02","130","20","0.47","0.7460000000000002","0.5978946095832665","-44","48","6.95"
"2","50000","5","2","0.006","50","20","0.02","142","20","0.347931734660501","0.7499999999999999","0.5302464387273513","-26","38","5.7"
"3","50000","5","2","0.006","50","20","0.02","142","20","0.474","0.7408848148252156","0.6167188503011302","-44","47","3.7"
"5","50000","5","2","0.006","50","20","0.02","131","20","0.476","0.7520000000000002","0.5917516222911521","-44","48","6.75"
"3","50000","5","2","0.006","50","20","0.02","143","20","0.45999999999999996","0.7461661062778504","0.6042188503011301","-45","47","3.5"
"2","50000","5","2","0.006","50","20","0.02","143","20","0.347931734660501","0.7619999999999999","0.5353464387273513","-27","38","5.55"
"5","50000","5","2","0.006","50","20","0.02","132","20","0.476","0.7580000000000002","0.5865516222911518","-44","48","6.6"
"3","50000","5","2","0.006","50","20","0.02","144","20","0.45999999999999996","0.7521661062778504","0.60471885030113","-46","47","3.3"
"5","50000","5","2","0.006","50","20","0.02","133","20","0.46199999999999997","0.7640000000000002","0.5746086349990372","-44","48","6.45"
"2","50000","5","2","0.006","50","20","0.02","144","20","0.345931734660501","0.7739999999999999","0.5347464387273513","-27","38","5.4"
"1","50000","5","2","0.006","50","20","0.02","38","20","0.42599999999999993","0.8623248565137785","0.6512079757248332","-8","43","16.4"
"3","50000","5","2","0.006","50","20","0.02","145","20","0.46599999999999997","0.7581661062778504","0.60311885030113","-47","47","3.1"
"2","50000","5","2","0.006","50","20","0.02","145","20","0.351931734660501","0.7599999999999999","0.5388464387273515","-28","38","5.25"
"5","50000","5","2","0.006","50","20","0.02","134","20","0.46799999999999997","0.7700000000000002","0.5782086349990372","-44","48","6.25"
"5","50000","5","2","0.006","50","20","0.02","135","20","0.474","0.7760000000000002","0.5746086349990376","-44","48","6.15"
"3","50000","5","2","0.006","50","20","0.02","146","20","0.472","0.7641661062778504","0.60491885030113","-48","47","2.95"
"2","50000","5","2","0.006","50","20","0.02","146","20","0.357931734660501","0.7459999999999999","0.5429464387273514","-29","38","5.15"
"1","50000","5","2","0.006","50","20","0.02","39","20","0.43199999999999994","0.8683248565137786","0.6522079757248334","-8","43","16.35"
"5","50000","5","2","0.006","50","20","0.02","136","20","0.486","0.7820000000000003","0.5788924280334905","-44","48","6.1"
"3","50000","5","2","0.006","50","20","0.02","147","20","0.478","0.7701661062778504","0.6091188503011301","-49","47","2.9"
"2","50000","5","2","0.006","50","20","0.02","147","20","0.363931734660501","0.7319999999999999","0.5391464387273512","-29","38","5.05"
"3","50000","5","2","0.006","50","20","0.02","148","20","0.484","0.7725479577763246","0.612737942876054","-50","47","2.7"
"1","50000","5","2","0.006","50","20","0.02","40","20","0.4119999999999999","0.8743248565137786","0.6512079757248334","-8","42","16.3"
"5","50000","5","2","0.006","50","20","0.02","137","20","0.472","0.7880000000000003","0.5788762210679433","-44","48","5.9"
"2","50000","5","2","0.006","50","20","0.02","148","20","0.369931734660501","0.7179999999999999","0.5402464387273513","-30","38","4.95"
"3","50000","5","2","0.006","50","20","0.02","149","20","0.476","0.7725479577763246","0.614537942876054","-51","47","2.6"
"5","50000","5","2","0.006","50","20","0.02","138","20","0.45799999999999996","0.7940000000000003","0.5829762210679433","-44","48","5.75"
"2","50000","5","2","0.006","50","20","0.02","149","20","0.349931734660501","0.6133383665840204","0.5243430254603764","-30","38","4.85"
"1","50000","5","2","0.006","50","20","0.02","41","20","0.4179999999999999","0.8803248565137786","0.6545079757248333","-8","41","16.2"
"3","50000","5","2","0.006","50","20","0.02","150","20","0.45599999999999996","0.7725479577763246","0.6124379428760538","-52","47","2.4"
"5","50000","5","2","0.006","50","20","0.02","139","20","0.44399999999999995","0.8000000000000003","0.5867762210679432","-44","48","5.65"
"2","50000","5","2","0.006","50","20","0.02","150","20","0.32993173466050096","0.6179317346605012","0.5237430254603764","-30","38","4.8"
"1","50000","5","2","0.006","50","20","0.02","42","20","0.42399999999999993","0.8863248565137786","0.6556079757248332","-9","40","16"
"3","50000","5","2","0.006","50","20","0.02","151","20","0.46199999999999997","0.7725479577763246","0.6159379428760537","-53","47","2.25"
"5","50000","5","2","0.006","50","20","0.02","140","20","0.42999999999999994","0.8060000000000003","0.5905762210679435","-44","48","5.55"
"2","50000","5","2","0.006","50","20","0.02","151","20","0.33593173466050097","0.6299317346605012","0.5291430254603765","-30","38","4.75"
"3","50000","5","2","0.006","50","20","0.02","152","20","0.46799999999999997","0.7725479577763246","0.6149379428760537","-54","47","2.05"
"5","50000","5","2","0.006","50","20","0.02","141","20","0.4159999999999999","0.8120000000000003","0.5952762210679434","-44","48","5.4"
"1","50000","5","2","0.006","50","20","0.02","43","20","0.4099999999999999","0.8923248565137786","0.65706500879684","-9","39","15.95"
"2","50000","5","2","0.006","50","20","0.02","152","20","0.347931734660501","0.6419317346605012","0.5348430254603765","-30","38","4.75"
"3","50000","5","2","0.006","50","20","0.02","153","20","0.474","0.7740000000000002","0.6180803075498218","-55","47","1.95"
"5","50000","5","2","0.006","50","20","0.02","142","20","0.42199999999999993","0.8180000000000003","0.5979762210679433","-44","48","5.3"
"2","50000","5","2","0.006","50","20","0.02","153","20","0.359931734660501","0.6539317346605013","0.5348430254603764","-30","37","4.7"
"1","50000","5","2","0.006","50","20","0.02","44","20","0.4159999999999999","0.8983101960587472","0.6596642757740884","-9","39","15.9"
"5","50000","5","2","0.006","50","20","0.02","143","20","0.42799999999999994","0.8040000000000003","0.5999762210679433","-44","48","5.15"
"1","50000","5","2","0.006","50","20","0.02","45","20","0.3959999999999999","0.8983101960587472","0.6482292009850499","-9","39","15.75"
"3","50000","5","2","0.006","50","20","0.02","154","20","0.48","0.7740000000000002","0.6164226722235902","-56","47","1.8"
"2","50000","5","2","0.006","50","20","0.02","154","20","0.345931734660501","0.6659317346605013","0.5392430254603766","-30","36","4.6"
"5","50000","5","2","0.006","50","20","0.02","144","20","0.43399999999999994","0.7900000000000003","0.5997924280334905","-44","48","5.05"
"1","50000","5","2","0.006","50","20","0.02","46","20","0.4019999999999999","0.8983101960587472","0.6495292009850497","-9","39","15.7"
"2","50000","5","2","0.006","50","20","0.02","155","20","0.339931734660501","0.6779317346605013","0.5440430254603764","-30","36","4.5"
"5","50000","5","2","0.006","50","20","0.02","145","20","0.43999999999999995","0.7760000000000002","0.5984086349990375","-44","48","4.95"
"3","50000","5","2","0.006","50","20","0.02","155","20","0.486","0.7800000000000002","0.6193226722235902","-57","47","1.65"
"5","50000","5","2","0.006","50","20","0.02","146","20","0.44599999999999995","0.7620000000000002","0.5964248419645843","-44","48","4.85"
"2","50000","5","2","0.006","50","20","0.02","156","20","0.345931734660501","0.6899317346605013","0.5484430254603765","-30","36","4.35"
"3","50000","5","2","0.006","50","20","0.02","156","20","0.492","0.7848472934753628","0.6206650368973584","-58","47","1.5"
"5","50000","5","2","0.006","50","20","0.02","147","20","0.45199999999999996","0.7480000000000002","0.5990248419645844","-44","48","4.75"
"2","50000","5","2","0.006","50","20","0.02","157","20","0.33193173466050097","0.7019317346605013","0.5402894374432601","-30","36","4.1"
"3","50000","5","2","0.006","50","20","0.02","157","20","0.498","0.7908472934753628","0.6244650368973584","-59","47","1.45"
"5","50000","5","2","0.006","50","20","0.02","148","20","0.45799999999999996","0.7600000000000002","0.5990248419645844","-44","48","4.7"
"2","50000","5","2","0.006","50","20","0.02","158","20","0.343931734660501","0.7139317346605013","0.54468943744326","-30","36","4.05"
"3","50000","5","2","0.006","50","20","0.02","158","20","0.504","0.7968472934753628","0.6276650368973582","-60","47","1.35"
"5","50000","5","2","0.006","50","20","0.02","149","20","0.46399999999999997","0.7720000000000002","0.6038248419645844","-44","48","4.65"
"2","50000","5","2","0.006","50","20","0.02","159","20","0.355931734660501","0.7259317346605013","0.54908943744326","-30","36","4"
"3","50000","5","2","0.006","50","20","0.02","159","20","0.51","0.8028472934753628","0.6311650368973583","-61","47","1.25"
"5","50000","5","2","0.006","50","20","0.02","150","20","0.47","0.7840000000000003","0.6062248419645845","-44","48","4.55"
